id,state,city,klan_number,nickname,notes,latitude,longitude,year,sources
488,Iowa,Manchester,31,Delaware County,,42.4857853,-91.4579698,1925,"Fellowship Forum/ Date: November 7, 1925"
489,Iowa,Ottumwa,33,Wapello County,,41.0160293,-92.4083022,1929,"Fellowship Forum/ Date: October 19, 1929"
490,Iowa,Mechanicsville,34,Cedar County Klan,,41.9027909,-91.2546067,1926,"Fellowship Forum/ Date: December 6, 1926"
491,Iowa,Tipton,34,,,41.7697434,-91.1279349,1932,"Kourier Magazine/ Date: February, 1932"
492,Iowa,Muscatine County,39,,,41.5156913,-91.135302,1925,"Fellowship Forum/ Date: July 4, 1925"
493,Iowa,Jackson County,44,Jackson County Klan,,42.170278,-90.575,1926,"Fellowship Forum/ Date: December 13, 1926"
494,Iowa,Cass County,47,Griswold Unit,,41.2538068,-94.976654,1925,"Fellowship Forum/ Date: April 4, 1925"
495,Iowa,Newton,50,Jasper County Klan,,41.7033177,-93.0573533,1930,"Fellowship Forum/ Date: March 8, 1930"
496,Iowa,Knoxville,61,,,41.320343,-93.09967,1930,"Fellowship Forum/ Date: January 18, 1930"
497,Iowa,Boone,68,,,42.0597047,-93.8802273,1925,"Fellowship Forum/ Date: May 23, 1925"
498,Iowa,Council Bluffs,69,,,41.2619444,-95.8608333,1931,"Kourier Magazine/ Date: February, 1931"
499,Iowa,Cedar Rapids,78,,,41.9778795,-91.6656232,1927,"Fellowship Forum/ Date: April 16, 1927"
500,Iowa,Emerson,88,,,41.0172179,-95.4022179,1930,"Fellowship Forum/ Date: January 18, 1930"
501,Iowa,Red Oak,0,Oak Klan,,41.0170937,-95.2214477,1926,"Official Monthly Bulletin/ Date: December 1, 1926"
502,Kansas,Augusta,2,Frontier Klan,,37.6866844,-96.9767023,1923,"Imperial Night Hawk/ Date: May 30, 1923 | Fellowship Forum/ Date: June 2, 1928"
503,Kansas,Florence,4,,,38.244462,-96.9280786,1923,"Imperial Night Hawk/ Date: July 18, 1923"
504,Kansas,Kansas City,5,Wyandotte Klan,,39.114053,-94.6274636,1922,"Oklahoma Herald/ Date: June 13, 1922 | Imperial Night Hawk/ Date: May 9, 1923 | Kourier Magazine/ Date: October, 1932"
505,Kansas,Wichita,6,,,37.688889,-97.336111,1923,"Oklahoma Herald/ Date: May 29, 1923 | Imperial Night Hawk/ Date: May 23, 1923 | Fellowship Forum/ Date: February 13, 1926 | Kourier Magazine/ Date: January, 1932"
506,Kansas,Coffeyville,7,,,37.0373005,-95.6163665,1922,"Oklahoma Herald/ Date: November 14, 1922 | Kourier Magazine/ Date: March, 1932 | Kourier Magazine/ Date: October, 1934"
507,Kansas,Caney,8,,,37.0114608,-95.9352584,1923,"Imperial Night Hawk/ Date: October 10, 1923 | Oklahoma Herald/ Date: November 13, 1923"
508,Kansas,Bonner Springs,8,,,39.059726,-94.8835754,1924,"Indiana Fiery Cross/ Date: October 24, 1924"
509,Kansas,Bonner Springs,9,,,39.059726,-94.8835754,1923,"Imperial Night Hawk/ Date: November 7, 1923 | Missouri Klan Kourier/ Date: October 3, 1924"
510,Kansas,Independence,10,,,37.2242358,-95.7083131,1923,"Imperial Night Hawk/ Date: July 25, 1923"
511,Kansas,Independence,0,,,37.2242358,-95.7083131,1922,"Oklahoma Herald/ Date: April 11, 1922 | Imperial Night Hawk/ Date: November 7, 1923 | Imperial Night Hawk/ Date: November 14, 1923"
512,Kansas,Wathena,12,,AKA Walthena Sphinx Klan,39.7591606,-94.9496907,1924,"Missouri Klan Kourier/ Date: May 1, 1924 | Missouri Valley Independent,22 Mar 23"
513,Kansas,Kiowa,15,,Charles McBrayer Klan,37.0172493,-98.4853539,1923,"Imperial Night Hawk/ Date: August 22, 1923 | Imperial Night Hawk/ Date: August 15, 1923"
514,Kansas,Medicine Lodge,18,,,37.2811339,-98.580361,1923,"Imperial Night Hawk/ Date: October 3, 1923"
515,Kansas,Elwood,19,,[See also Indiana],39.7555499,-94.8724661,1923,"Missouri Valley Independent/ Date: January 4, 1923"
516,Kansas,Columbus,20,,,37.1692278,-94.8441239,1928,"Fellowship Forum/ Date: April 14, 1928"
517,Kansas,Winfield,21,,,37.2397486,-96.9955918,1923,"Imperial Night Hawk/ Date: December 5, 1923 | Fellowship Forum/ Date: October 5, 1929"
518,Kansas,Pittsburg,22,,,37.410884,-94.70496,1923,"Imperial Night Hawk/ Date: May 30, 1923 | Indiana Fiery Cross/ Date: November 30, 1923"
519,Kansas,Kiwi,23,,,37.7108299,-97.5008821,1923,"Imperial Night Hawk/ Date: December 5, 1923"
520,Kansas,Great Bend,25,,,38.3644567,-98.7648073,1923,"Imperial Night Hawk/ Date: October 3, 1923"
521,Kansas,Atchison,27,,,39.5630521,-95.1216356,1923,"Imperial Night Hawk/ Date: October 17, 1923"
522,Kansas,Chanute,28,,,37.6792135,-95.4572034,1923,"Imperial Night Hawk/ Date: October 24, 1923"
523,Kansas,Leonora,29,,,39.61056,-100.0026272,1931,"Kourier Magazine/ Date: August, 1931"
524,Kansas,Parsons,32,,,37.3403384,-95.2610838,1924,"Imperial Night Hawk/ Date: January 16, 1924 | Fellowship Forum/ Date: April 10, 1926"
525,Kansas,Shawnee,35,,,39.0228485,-94.7151865,1923,"Missouri Valley Independent/ Date: October 4, 1923"
526,Kansas,Hiawatha,39,,,39.8525,-95.536389,1926,"Fellowship Forum/ Date: October 23, 1926"
527,Kansas,Dexter,44,,,37.1772513,-96.7144722,1923,"Imperial Night Hawk/ Date: October 31, 1923"
528,Kansas,Hamilton,44,,,37.9794705,-96.1641647,1925,"Indiana Fiery Cross/ Date: February 6, 1925"
529,Kansas,Udall,46,,,37.3875221,-97.1142063,1923,"Oklahoma Herald/ Date: November 13, 1923"
530,Kansas,Oxford,48,,,37.2741908,-97.1689296,1923,"Imperial Night Hawk/ Date: October 24, 1923"
531,Kansas,Newton,49,,,38.0466779,-97.3450365,1925,"Fellowship Forum/ Date: June 6, 1925 | Kourier Magazine/ Date: April, 1931"
532,Kansas,Cherryvale,51,,,37.270344,-95.5524788,1923,"Imperial Night Hawk/ Date: October 31, 1923 | Missouri Klan Kourier/ Date: July 25, 1924"
533,Kansas,Rossville,57,,,39.1361097,-95.9516563,1923,"Imperial Night Hawk/ Date: December 12, 1923"
534,Kansas,Oskaloosa,58,,,39.215277,-95.3127498,1923,"Imperial Night Hawk/ Date: December 26, 1923"
535,Kansas,Douglass,60,,,37.5194642,-97.0128147,1923,"Imperial Night Hawk/ Date: October 24, 1923"
536,Kansas,Bunker Hill,62,Bunker Hill Klan,,38.8758445,-98.7039655,1924,"Imperial Night Hawk/ Date: January 30, 1924"
537,Kansas,Overbrook,65,Osage County,,38.7805607,-95.5572026,1924,"Imperial Night Hawk/ Date: July 16, 1924"
538,Kansas,Linwood,68,,,39.001392,-95.0391356,1923,"Imperial Night Hawk/ Date: November 7, 1923"
539,Kansas,Valley Falls,69,,,39.3433316,-95.460253,1924,"Imperial Night Hawk/ Date: January 9, 1924 | Fellowship Forum/ Date: March 20, 1926"
540,Kansas,Hoisington,70,,,38.5180672,-98.7781394,1923,"Imperial Night Hawk/ Date: October 17, 1923"
541,Kansas,Topeka,78,,,39.0558235,-95.6890185,1923,"Imperial Night Hawk/ Date: December 4, 1923 | Indiana Fiery Cross/ Date: November 30, 1923 | Fellowship Forum/ Date: November 7, 1925"
542,Kansas,Onaga,81,,,39.4888846,-96.1699986,1925,"Fellowship Forum/ Date: September 26, 1925"
543,Kansas,Tonganoxie,88,,,39.109724,-95.0877465,1924,"Fellowship Forum/ Date: July 19, 1924 | Imperial Night Hawk/ Date: August 6, 1924"
544,Kansas,Mullinsville,89,,,37.5861307,-99.475674,1924,"Imperial Night Hawk/ Date: February 21, 1924"
545,Kansas,Osawatomie,91,John Brown Klan,,38.4972372,-94.9505207,1924,"Missouri Valley Independent/ Date: January 3, 1924 | Fellowship Forum/ Date: August 22, 1925"
546,Kansas,Neodesha,99,Little Bear Klan,,37.4183929,-95.6802581,1926,"Fellowship Forum/ Date: June 19, 1926"
547,Kansas,Stafford,109,,,37.9622371,-98.6006375,1924,"Missouri Klan Kourier/ Date: June 5, 1924"
548,Kansas,Osage City,140,,,38.6338981,-95.8258207,1926,"Fellowship Forum/ Date: January 23, 1926"
549,Kansas,Miltonvale,142,,,39.3483299,-97.4461408,1926,"Fellowship Forum/ Date: July 24, 1926"
550,Kansas,Conway Springs,145,,,37.3902975,-97.6422723,1924,"Missouri Klan Kourier/ Date: August 15, 1924"
551,Kansas,Salina,146,,,38.8402805,-97.6114237,1931,"Kourier Magazine/ Date: April, 1931"
552,Kansas,Leavenworth,150,,,39.3111112,-94.9224637,1927,"Fellowship Forum/ Date: August 27, 1927"
553,Kansas,Council Grove,161,,,38.6611187,-96.4919473,1926,"Fellowship Forum/ Date: March 20, 1926"
554,Kansas,Abilene,172,,,38.9172216,-97.2139094,1926,"Fellowship Forum/ Date: June 19, 1926"
555,Kansas,Little River,175,,,38.3980652,-98.0119966,1926,"Fellowship Forum/ Date: March 20, 1926"
556,Kansas,Chase County,190,,just chartered in January 1925,38.3,-96.583333,1925,"Indiana Fiery Cross/ Date: January 30, 1925"
557,Kansas,Hutchinson,207,,,38.0608445,-97.9297743,1927,"FF, 26 Feb 27/ Date: September 3, 1927 | Kourier Magazine/ Date: June, 191931"
558,Kansas,Hamilton,211,,,37.9794705,-96.1641647,1925,"Fellowship Forum/ Date: July 18, 1925"
559,Kansas,Sterling,222,,,38.2100111,-98.2070059,1930,"Fellowship Forum/ Date: February 22, 1930"
560,Kansas,Ottawa,243,Franklin County Klan,reorganized in 1935,38.611944,-95.266389,1926,"Fellowship Forum/ Date: September 4, 1926 | Fellowship Forum/ Date: June 30, 1928 | Kourier Magazine/ Date: March, 191935"
561,Kansas,Greenleaf,248,,,39.7283364,-96.9761341,1926,"Fellowship Forum/ Date: June 19, 1926 | Fellowship Forum/ Date: September 11, 1926"
562,Kentucky,Covington,1,John B. Castleman Klan,"Kenton County, oldest klan in KY",39.0836712,-84.5085536,1923,"Imperial Night Hawk/ Date: October 10, 1923 | Indiana Fiery Cross/ Date: September 5, 1925 | Chalmers, 154"
563,Kentucky,Newport,3,Campbell County Klan,,39.091449,-84.4957757,1927,"Fellowship Forum/ Date: April 16, 1927"
564,Kentucky,Newport,4,Henry Clay Klan,,39.091449,-84.4957757,1929,"Fellowship Forum/ Date: February 2, 1929 | Kourier Magazine/ Date: April, 1931 | Chalmers, 154"
565,Kentucky,Pendleton County,12,,,38.6900889,-84.359802,1925,"Indiana Fiery Cross/ Date: January 2, 1925"
566,Kentucky,Winchester,21,Clark County,,37.990079,-84.1796503,1932,"Kourier Magazine/ Date: February, 1932"
567,Kentucky,Catlettsburg,30,Boyd Klan,,38.4048042,-82.6004369,1925,"Fellowship Forum/ Date: January 17, 1925"
568,Kentucky,Shelbyville,32,Shelby Klan,,38.2120144,-85.2235666,1929,"Fellowship Forum/ Date: August 31, 1929"
569,Kentucky,Glasgow,39,Barren Klan,,36.9958839,-85.9119215,1928,"Fellowship Forum/ Date: February 11, 1928 | Kourier Magazine/ Date: November, 1930 | Kourier Magazine/ Date: October, 1934"
570,Kentucky,Frankfort,55,David [sic] Boone Klan,,38.2009055,-84.8732835,1925,"Fellowship Forum/ Date: June 20, 1925"
571,Kentucky,Lebanon,61,Marion Klan,,37.5697868,-85.2527381,1925,"Fellowship Forum/ Date: August 22, 1925"
572,Kentucky,Sanford,65,Lincoln Klan,,37.5311901,-84.6618876,1925,"Fellowship Forum/ Date: August 15, 1925"
573,Kentucky,McCreary County,72,,,36.6973499,-84.4802606,1925,"Indiana Fiery Cross/ Date: January 2, 1925"
574,Kentucky,Olive Hill,77,Carter Klan,,38.3000809,-83.1740654,1929,"Fellowship Forum/ Date: June 22, 1929"
575,Kentucky,Pineville,85,,,36.76203,-83.6949176,1925,"Fellowship Forum/ Date: August 1, 1925"
576,Kentucky,Lexington,87,Fayette Klan,,38.0405837,-84.5037164,1930,"Kourier Magazine/ Date: November, 1930"
577,Kentucky,Black Snake,125,,,36.7116839,-83.5140087,1926,"Fellowship Forum/ Date: May 22, 1926"
578,Kentucky,Louisville,127,,,38.2526647,-85.7584557,1926,"Fellowship Forum/ Date: November 20, 1926"
579,Kentucky,South Louisville,133,,,38.2063016,-85.7692277,1931,"Kourier Magazine/ Date: January, 1931"
580,Kentucky,Covington,136,,,39.0836712,-84.5085536,1931,"Kourier Magazine/ Date: April, 1931"
581,Kentucky,Portland,137,,May also be from Okloona or Louisville,38.7481239,-84.4477162,1931,"Kourier Magazine/ Date: April, 1931 | Kourier Magazine/ Date: November, 1930"
582,Kentucky,Elizabeth,139,Bourbon Klan,,38.1211819,-85.9741324,1930,"Kourier Magazine/ Date: November, 1930"
583,Kentucky,Louisville,143,,oldest in the city,38.2526647,-85.7584557,1931,"Kourier Magazine/ Date: February, 1931"
584,Kentucky,Glasgow,0,Barren County,,36.9958839,-85.9119215,1931,"Kourier Magazine/ Date: December, 1931"
585,Kentucky,Ashland,0,Boyd Klan,,38.4784144,-82.6379387,1930,"Kourier Magazine/ Date: December, 1930"
586,Panama,Pedro Miguel,1,Pacific Klan,Chartered in 1924,9.0186276,-79.612309,1931,"Kourier Magazine/ Date: April, 1931"
587,Panama,Gatun,2,Atlantic Klan,Chartered in 1924 in Cristobal,9.266667,-79.916667,1931,"Kourier Magazine/ Date: April, 1931 | Kourier Magazine/ Date: February, 1931"
588,Kansas,El Dorado,1,Pioneer Klan,,37.821111,-96.858333,1921,"Wallace, 9"
589,Kansas,Arkansas City,3,,,37.065278,-97.039722,1921,"Wallace, 9"
590,Kansas,Winfield,27,,,37.239722,-96.995556,1921,"Wallace, 9"
591,Maine,Portland,1,Witham Klan,"Witham Klan named for Dr. W. H. Witham, founder",43.661471,-70.2553259,1923,"Imperial Night Hawk/ Date: October 31, 1923 | Missouri Klan Kourier/ Date: September 5, 1924"
592,Maine,York,4,,,43.1617483,-70.6482581,1925,"vintage postcard with caption: ""The Home Of York Klan -- No. 4 -- Realm of Maine"". Ebay Item #310137877007 seen on 4/30/2009"
593,Maine,Kittery,5,,"dateline is August 16th, 1925, no paper identified",43.0881256,-70.736137,1925,"Tuskegee Institute Newspaper Clippings Reel 23 -- Frame 378/ Date: August, 1925"
594,Maine,Pittsfield,10,Dirigo Klan,,44.7825145,-69.3833847,1929,"Fellowship Forum/ Date: November 2, 1929"
595,Maine,Presque Isle,12,,,46.681153,-68.0158615,1928,"Klan seal dated, 10/ Date: January, 1928 | Ebay item #6559876390/Date: 8 Sep 2005 | Catalog Seventeen. Book Castle Burbank CA/Date: 1924-1929"
596,Maine,Waterville,26,,,44.5520105,-69.6317121,1926,"Fellowship Forum/ Date: March 6, 1926 | Kourier Magazine/ Date: May, 1931"
597,Maine,Auburn,46,Androscoggin County,,44.0978509,-70.2311655,1925,"http://library.usm.maine.edu/pdfs/griot/sum03.pdf/ Date: January, 1925"
598,Maine,South Paris,49,Flanders Klanton,,44.223681,-70.5133929,1931,"Kourier Magazine/ Date: October, 1931"
599,Maine,Portland,54,Kumberland Kounty Klan,,43.661471,-70.2553259,1928,"Fellowship Forum/ Date: March 31, 1928 | Kourier Magazine/ Date: April, 1931"
600,Maryland,Hagerstown,1,,,39.6417629,-77.7199932,1922,"Searchlight/ Date: June 3, 1922"
601,Maryland,Baltimore,1,Thomas Dixon Klan,"Chartered Feb 1922(Jackson). Simultaneous cross burnings in Delaware and Maryland, including Baltimore with twenty-five crosses, one for each of the twenty-five Klans in the city (Fiery Cross).",39.2903848,-76.6121893,1923,"Imperial Night Hawk/ Date: August 22, 1923 | Jackson, 180 | Fiery Cross[Indianapolis]/ Date: June 1, 1923"
602,Maryland,Baltimore,2,Jefferson Klan,,39.2903848,-76.6121893,1923,"Fellowship Forum/ Date: March 10, 1923"
603,Maryland,Indian Head,2,,,38.6001186,-77.1622016,1923,"Fellowship Forum/ Date: October 20, 1923"
604,Maryland,Hyattsville,2,,,38.9559442,-76.9455301,1927,"Fellowship Forum/ Date: January 8, 1927 | Kourier Magazine/ Date: September, 1932"
605,Maryland,Hyattsville,3,,,38.9559442,-76.9455301,1926,"Fellowship Forum/ Date: June 26, 1926"
606,Maryland,Perryville,4,Cecil Klan,AKA Cissell Klan,39.5601129,-76.0713385,1924,"Fellowship Forum/ Date: August 30, 1924 | Indiana Fiery Cross/ Date: September 12, 1924 | Fellowship Forum/ Date: September 26, 1925"
607,Maryland,Cambridge,5,Choptank Klan,,38.5631744,-76.0788292,1923,"Imperial Night Hawk/ Date: August 8, 1923 | Fellowship Forum/ Date: April 2, 1927"
608,Maryland,Annapolis,6,Severn Klan,,38.9784453,-76.4921829,1930,"Fellowship Forum/ Date: February 15, 1930 | Kourier Magazine/ Date: February, 1933 | Kourier Magazine/ Date: May, 1934"
609,Maryland,Hampden,7,,,39.3333706,-76.632607,1923,"No source given/ Date: October 10, 1923"
610,Maryland,Havre de Grace,7,Harford Klan,,39.5492792,-76.091617,1924,"Fellowship Forum/ Date: August 30, 1924 | Fellowship Forum/ Date: January 22, 1927"
611,Maryland,Hurlock,10,Eagle Klan,,38.6355387,-75.8615316,1923,"Imperial Night Hawk/ Date: June 20, 1923"
612,Maryland,Odenton,11,,,39.0839981,-76.7002462,1923,"Imperial Night Hawk/ Date: October 24, 1923"
613,Maryland,Brunswick,13,Gibralter Klan,,39.3142682,-77.6277679,1925,"Fellowship Forum/ Date: June 20, 1925 | Fellowship Forum/ Date: October 9, 1926"
614,Maryland,Hagerstown,14,Dixie Klan,,39.6417629,-77.7199932,1926,"Fellowship Forum/ Date: February 20, 1926"
615,Maryland,Centerville,15,"Queen Anne's County Klan",,39.0417785,-76.0663334,1923,"St. Louis Patriot/ Date: November 8, 1923"
616,Maryland,Columbia,17,Kolumbia Klan,,39.2037144,-76.8610462,1923,"Imperial Night Hawk/ Date: June 13, 1923"
617,Maryland,Takoma,18,,,38.9725465,-77.0204624,1926,"Fellowship Forum/ Date: June 26, 1926"
618,Maryland,Oakland,20,,May have also been number 10 in the state,39.4078747,-79.4067116,1923,"Imperial Night Hawk/ Date: November 7, 1923 | Fellowship Forum/ Date: March 20, 1926"
619,Maryland,Elkton,23,Elk Klan,"organized ten years ago. 12th anniversary celebrated on 12 Feb 35. Meets in Jr. O. U. A. M. Hall, Childs, Md., every Tuesday",39.6067789,-75.8332718,1927,"Fellowship Forum/ Date: June 11, 1927 | Kourier Magazine/ Date: June, 1933 | Kourier Magazine/ Date: April, 1935 | Letterhead: Elk Klan [No. 23] Ebay Item #140391684626/Date: March 19, 2010"
620,Maryland,Marion,25,,,38.0392905,-75.7707639,1925,"Fellowship Forum/ Date: November 21, 1925"
621,Maryland,Snow Hill,28,,,38.1770634,-75.3926959,1923,"Imperial Night Hawk/ Date: October 17, 1923 | Fellowship Forum/ Date: September 5, 1925"
622,Maryland,Cumberland,37,Fort Cumberland Klan,"Established October 31, 1922 according to FF. Ebay photo has label giving Fort Cumberland Klan No. 37, which seller dates as approximately 1919. Give or take two years.",39.6528654,-78.7625185,1924,"Imperial Night Hawk/ Date: May 7, 1924 | Fellowship Forum/ Date: November 21, 1925 | photo: eBay item 1151999504/Date: June 4, 2001"
623,Maryland,Bethesda,44,,,38.984652,-77.0947092,1926,"Fellowship Forum/ Date: June 26, 1926 | Fellowship Forum/ Date: August 14, 1929 | Kourier Magazine/ Date: April, 1933"
624,Maryland,Baltimore,45,,,39.2903848,-76.6121893,1931,"Kourier Magazine/ Date: October, 1931"
625,Maryland,Mt. Rainier,51,,,38.9415,-76.9649751,1927,"Fellowship Forum/ Date: October 1, 1927 | Kourier Magazine/ Date: September, 1932"
626,Maryland,Rising Sun,52,,,39.6978871,-76.0627266,1933,"Kourier Magazine/ Date: March, 1933"
627,Maryland,Capitol Heights,53,,,38.8851122,-76.9158068,1932,"Kourier Magazine/ Date: March, 1932"
628,Maryland,Hampden,55,,"Organized last spring, with 31 members. Since then it has naturalized 35, reinstated 4, and has 11 applications on hand. AKA  Baltimore-Hamden",39.3333706,-76.632607,1929,"Fellowship Forum/ Date: March 23, 1929 | Kourier Magazine/ Date: April, 1929 | Kourier Magazine/ Date: January, 1932 | Kourier Magazine/ Date: May, 1932"
629,Maryland,Westminster,59,,,39.5753791,-76.9958149,1932,"Kourier Magazine/ Date: June, 1932"
630,Maryland,Cumberland,60,Loyal Klan,,39.6528654,-78.7625185,1933,"Kourier Magazine/ Date: October, 1933"
631,Maryland,Poolsville,63,,,39.1459392,-77.4169311,1935,"Kourier Magazine/ Date: May, 1935"
632,Massachusetts,Boston,1,Mohawk Klan,May have also been located in Charlemont,42.3600825,-71.0588801,1922,"Oklahoma Herald/ Date: August 8, 1922 | Fellowship Forum/ Date: November 20, 1926 | Kourier Magazine/ Date: February, 1931"
633,Massachusetts,Brockton,2,Mayflower Klan,,42.0834335,-71.0183787,1927,"Kourier Magazine/ Date: February, 1927"
634,Massachusetts,Berkshire County,2,Western Gateway Klan,,42.311782,-73.1821623,1926,"Fellowship Forum/ Date: October 16, 1926"
635,Massachusetts,Athol,3,,,42.5959329,-72.2267383,1927,"Fellowship Forum/ Date: August 27, 1927 | Kourier Magazine/ Date: May, 1932"
636,Massachusetts,Worcester,4,,"Organized as a provisional Klan in May 1922, chartered on 25 Mar 26",42.2625932,-71.8022934,1931,"Kourier Magazine/ Date: March, 1931"
637,Massachusetts,Pittsfield,9,Berkshire Klan,,42.4500845,-73.2453824,1926,"North Adams MA Transcript/ Date: May 20, 1926 | Fellowship Forum/ Date: October 15, 1927"
638,Massachusetts,Northampton,6,Hampshire Klan,,42.3250896,-72.6412013,1928,"Fellowship Forum/ Date: June 2, 1928"
639,Massachusetts,Ward Hill,7,North Essex Klan,,42.7567572,-71.1036688,1927,"Fellowship Forum/ Date: July 2, 1927"
640,Massachusetts,Upton-Whitin,8,,,42.4072107,-71.3824374,1926,"Fellowship Forum/ Date: July 17, 1926 | Kourier Magazine/ Date: March, 1931 | Kourier Magazine/ Date: April, 1933"
641,Massachusetts,Boston,11,Tea Party Klan,"Massachusetts has now become a Realm in 1926 (Fellowship Forum). The Boston Tea Party Klan No. 11, has a very interesting history, while it stands number eleven in the list of chartered Klans in the R",42.3600825,-71.0588801,1926,"Fellowship Forum/ Date: July 24, 1926 | Kourier Magazine/ Date: December, 1930 | Kourier Magazine/ Date: January, 1931"
642,Massachusetts,Leomister,13,Paul Revere Klan,AKA Gardner Klan,42.5250906,-71.759794,1930,"Kourier Magazine/ Date: December, 1930 | Kourier Magazine/ Date: February, 1931"
643,Massachusetts,Springfield,14,,Springfield Ethan Allen Klan No. 74 [sic],42.1014831,-72.589811,1922,"Searchlight/ Date: September 23, 1922 | Fellowship Forum/ Date: January 12, 1924"
644,Massachusetts,Gardner,14,,,42.5750883,-71.998133,1927,"Fellowship Forum/ Date: August 27, 1927"
645,Massachusetts,Framingham,15,Ashfram Klan,,42.279286,-71.4161565,1930,"Kourier Magazine/ Date: December, 1930 | Kourier Magazine/ Date: February, 1931"
646,Massachusetts,Waltham,17,Gunder Klan,Also attributed as number 16 (Kourier Magainze),42.3764852,-71.2356113,1931,"Kourier Magazine/ Date: March, 1931 | Kourier Magazine/ Date: December, 1933"
647,Massachusetts,Lowell,18,,Hosts Neva Miller Moss,42.6334247,-71.3161718,1929,"Fellowship Forum/ Date: March 2, 1929 | Kourier Magazine/ Date: March, 1932"
649,Massachusetts,Sutton,21,General Rufus Putnam Klan,,42.1500353,-71.7632878,1931,"Kourier Magazine/ Date: May, 1931"
650,Massachusetts,Cape Cod,25,Kape Kod Klan,,41.700808,-70.472904,1932,"Kourier Magazine/ Date: March, 1932"
651,Massachusetts,Rutland,30,Naquog Klan,"Also attributed to Holden, MA (Kourier Magazine)",42.3695086,-71.9481211,1931,"Kourier Magazine/ Date: May, 1931 | Kourier Magazine/ Date: February, 1932"
652,Massachusetts,Lynn,33,Viking Klan,,42.466763,-70.9494938,1927,"Fellowship Forum/ Date: January 8, 1927 | Kourier Magazine/ Date: June, 1931"
653,Michigan,Ann Arbor,1,Arbor Klan,,42.2808256,-83.7430378,1926,"No source given/ Date: November 13, 1926"
654,Michigan,Flint,4,,,43.0125274,-83.6874562,1922,"Searchlight/ Date: July 1, 1922"
655,Michigan,Genesee,4,Genesee Klan,,43.0935147,-83.6135572,1931,"Monitor/ Date: October 10, 1931"
656,Michigan,Lapeer County,4,Lapeer County Klan,,43.0482433,-83.1649001,1932,"Kourier Magazine/ Date: May, 1932"
657,Michigan,Jackson County,5,,,42.1764362,-84.3542049,1932,"Kourier Magazine/ Date: February, 1932"
658,Michigan,Adrian,16,Lenawee County Klan,,41.8975471,-84.0371659,1931,"Kourier Magazine/ Date: March, 1931"
659,Michigan,Oakland City,21,,,42.7561109,-83.1434573,1926,"Fellowship Forum/ Date: May 8, 1926"
660,Michigan,Tuscola,23,,,43.326413,-83.6571828,1926,"Fellowship Forum/ Date: December 13, 1926"
661,Michigan,Alena,24,Gratiot Klan,,44.3148443,-85.6023643,1928,"Fellowship Forum/ Date: January 14, 1928"
662,Michigan,Port Huron,25,William Jennings Bryan Klan,,42.9708634,-82.4249142,1926,"Fellowship Forum/ Date: March 20, 1926 | Fellowship Forum/ Date: June 18, 1927"
663,Michigan,Mecosta County,28,,"Also attributed to Big Rapids, MI. AKA Mecosta County Klan",43.6201025,-85.354965,1930,"Fellowship Forum/ Date: March 22, 1930"
664,Michigan,Newaygo County,29,,,43.5593582,-85.7666645,1923,"http://lansingonlinenews.com/news/ku-klux-klan-permeated-michigan-life-in-the-1920s/ Date: January, 1920 | Fox, 2"
665,Michigan,"St. John's",31,Klinton Kounty Klan,,43.001143,-84.5591521,1925,"Fellowship Forum/ Date: December 19, 1925"
666,Michigan,Detroit,32,Dolley Madison Klan,,42.331427,-83.0457538,1928,"Fellowship Forum/ Date: January 7, 1928"
667,Michigan,Niles,33,Pottawattamie Klan,,41.8297694,-86.2541768,1926,"Fellowship Forum/ Date: February 6, 1926"
668,Michigan,Muskegon,34,Bishop Klan,,43.2341813,-86.2483921,1925,"Fellowship Forum/ Date: December 12, 1925"
669,Michigan,Grand Rapids,37,,,42.9633599,-85.6680863,1929,"Fellowship Forum/ Date: June 22, 1929"
670,Michigan,Bay City,41,,,43.5944677,-83.8888647,1926,"Fellowship Forum/ Date: July 24, 1926"
671,Michigan,Hartford,46,,,42.2067051,-86.1666876,1926,"No source given/ Date: October 16, 1926"
672,Michigan,Wyandotte,49,Bryan Klan,,42.2142064,-83.1499239,1930,"Fellowship Forum/ Date: March 22, 1930"
673,Michigan,Wyandotte,65,Monroe Klan,,42.2142064,-83.1499239,1926,"Fellowship Forum/ Date: April 17, 1926"
674,Michigan,Niles,66,Gateway City Klan,,41.8297694,-86.2541768,1929,"Fellowship Forum/ Date: January 5, 1929"
675,Michigan,Wayne County,68,Wayne County Klan,Also attributed to Detriot. The name of the Detroit Klan when it finally got its charter in 1925 (Jackson).,42.2790746,-83.336188,1926,"Official Monthly Bulletin/ Date: July 1, 1926 | Fellowship Forum/ Date: November 5, 1927 | Fellowship Forum/ Date: December 14, 1929 | Jackson, 139"
676,Michigan,Allegan,77,Cheshire Klan,,42.5291989,-85.8553031,1927,"Fellowship Forum/ Date: October 8, 1927"
677,Michigan,Berkley,91,,"Chartered June 23, 1926",42.5030908,-83.1835389,1926,Berkley village commission minutes/ Date: September 1926
678,Michigan,Williamston,104,,,42.6889235,-84.2830245,1931,"Kourier Magazine/ Date: February, 1931"
679,Michigan,Iron Mountain,112,,Seven years old as of June 1931(Kourier Magazine). AKA Kloverland Klan,45.8202334,-88.0659603,1931,"Kourier Magazine/ Date: June, 1931 | Kourier Magazine/ Date: January, 1931"
